"Date","count","run","byDay","year","doy","prop","cumul_prop","pred","tempF","tempC","incubDays","EmergDate"
2008-07-06,0,"winter",97,"2008",188,0,0.76228847703465,0.748660925299282,54.3858333333333,12.4365740740741,72.4239478008371,169
2009-07-06,2,"winter",97,"2009",187,0.00120048019207683,0.796518607442977,0.736225115945656,54.1166666666667,12.287037037037,73.542297288233,171
2010-07-06,7,"winter",97,"2010",187,0.00987306064880113,0.70098730606488,0.753726040202923,50.5833333333333,10.3240740740741,90.9634544214334,188
2011-07-06,18,"winter",97,"2011",187,0.0490463215258856,0.449591280653951,0.448771153200229,49.7708333333333,9.87268518518519,95.8361658860886,193
2012-07-06,8,"winter",97,"2012",188,0.0120481927710843,0.396084337349398,0.456423948959931,50.525,10.2916666666667,91.3008556737462,188
2013-07-06,21,"winter",97,"2013",187,0.0124113475177305,0.400709219858156,0.440974847336825,53.1416666666667,11.7453703703704,77.8162378574529,175
2014-07-06,1,"winter",97,"2014",187,0.00155763239875389,0.56386292834891,0.596518654745294,54.425,12.4583333333333,72.2633293666574,169
2015-07-06,1,"winter",97,"2015",187,0.00172711571675302,0.564766839378238,0.615808362569479,55.8291666666667,13.2384259259259,66.838065672341,164
2016-07-06,6,"winter",97,"2016",188,0.0350877192982456,0.608187134502924,0.67349470886657,51.3375,10.7430555555556,86.763533991544,184
2017-07-06,1,"winter",97,"2017",187,0.00699300699300699,0.370629370629371,0.391487779847632,51.2916666666667,10.7175925925926,87.0104529466344,184
2018-07-06,1,"winter",97,"2018",187,0.00581395348837209,0.174418604651163,0.24125096333194,51.3875,10.7708333333333,86.4953563281084,183
2019-07-06,79,"winter",97,"2019",187,0.0572463768115942,0.573188405797101,0.573955240766661,52.1041666666667,11.1689814814815,82.7833576696993,180
2020-07-06,2,"winter",97,"2020",188,0.00140449438202247,0.474016853932584,0.486858712780879,52.875,11.5972222222222,79.0496526253402,176
2021-07-06,20,"winter",97,"2021",187,0.00993541977148535,0.560854446100348,0.603453835864591,53.7916666666667,12.1064814814815,74.9272396136263,172
2022-07-06,71,"winter",97,"2022",187,0.0694716242661448,0.560665362035225,0.577083367160937,51.5833333333333,10.8796296296296,85.4567934637997,182
2023-07-06,0,"winter",97,"2023",187,0,0.658181818181818,0.66910855725745,50.6969202898551,10.3871779388084,90.3117721437185,187
2003-07-07,0,"winter",98,"2003",188,0,0.569946992394561,0.617660836854407,50.7208333333333,10.400462962963,90.1754621877295,188
2004-07-07,8,"winter",98,"2004",189,0.00264026402640264,0.535973597359736,0.58590240316388,51.7709972394755,10.9838873552642,84.4788872848936,182
2005-07-07,112,"winter",98,"2005",188,0.0155426033860672,0.569802941992784,0.592666865566189,51.175,10.6527777777778,87.643717224429,186
2006-07-07,149,"winter",98,"2006",188,0.0223555888972243,0.678619654913728,0.713343180410083,50.6291666666667,10.349537037037,90.6996546264278,189
2007-07-07,20,"winter",98,"2007",188,0.0126502213788741,0.55977229601518,0.651746959939696,52.5291666666667,11.4050925925926,80.693082906033,179
2008-07-07,13,"winter",98,"2008",189,0.0104754230459307,0.77276390008058,0.766442244834724,54.1495833333333,12.3053240740741,73.4041580479912,171
2009-07-07,17,"winter",98,"2009",188,0.0102040816326531,0.80672268907563,0.754597839417135,53.8791666666667,12.1550925925926,74.5505738294386,173
2010-07-07,32,"winter",98,"2010",188,0.0451339915373766,0.746121297602257,0.771258506006059,50.6583333333333,10.3657407407407,90.5323748955352,189
2011-07-07,4,"winter",98,"2011",188,0.0108991825613079,0.460490463215259,0.472829223392625,49.7791666666667,9.87731481481481,95.7842343793425,194
2012-07-07,46,"winter",98,"2012",189,0.0692771084337349,0.465361445783133,0.480534633949906,50.8583333333333,10.4768518518519,89.397594422652,187
2013-07-07,158,"winter",98,"2013",188,0.0933806146572104,0.494089834515366,0.46496751282941,53.3083333333333,11.837962962963,77.0598553143627,175
2014-07-07,11,"winter",98,"2014",188,0.0171339563862928,0.580996884735203,0.619594386115918,54.1041666666667,12.2800925925926,73.5948566832326,172
2015-07-07,6,"winter",98,"2015",188,0.0103626943005181,0.575129533678757,0.638449540976347,56.1291666666667,13.4050925925926,65.7577993050605,164
2016-07-07,0,"winter",98,"2016",189,0,0.608187134502924,0.694423253025734,51.3208333333333,10.7337962962963,86.8532018043835,185
2017-07-07,2,"winter",98,"2017",188,0.013986013986014,0.384615384615385,0.414785726564394,51.325,10.7361111111111,86.830771915459,185
2018-07-07,5,"winter",98,"2018",188,0.0290697674418605,0.203488372093023,0.259419741176841,51.2833333333333,10.712962962963,87.0554597370243,185
2019-07-07,5,"winter",98,"2019",188,0.0036231884057971,0.576811594202899,0.597450581966758,52.2333333333333,11.2407407407407,82.1396281079571,180
2020-07-07,27,"winter",98,"2020",189,0.0189606741573034,0.492977528089888,0.511065553322726,52.6833333333333,11.4907407407407,79.9542428802076,178
2021-07-07,97,"winter",98,"2021",188,0.0481867858917039,0.609041231992052,0.626381357788781,53.5791666666667,11.9884259259259,75.8538865883888,174
2022-07-07,3,"winter",98,"2022",188,0.00293542074363992,0.563600782778865,0.600526266004497,51.5541666666667,10.8634259259259,85.6102920577569,184
2023-07-07,5,"winter",98,"2023",188,0.0181818181818182,0.676363636363636,0.690188918972998,51.1072463768116,10.6151368760064,88.0146384057703,186
2003-07-08,224,"winter",99,"2003",189,0.0516247983406315,0.621571790735192,0.640256620272037,50.4125,10.2291666666667,91.9568437544873,191
2004-07-08,136,"winter",99,"2004",190,0.0448844884488449,0.580858085808581,0.609187510339583,51.9204710144928,11.0669283413849,83.711864572083,183
2005-07-08,270,"winter",99,"2005",189,0.0374687760199834,0.607271718012767,0.615821012384388,50.9291666666667,10.5162037037037,89.0007694469907,188
2006-07-08,369,"winter",99,"2006",189,0.0553638409602401,0.733983495873968,0.7327311107165,50.7166666666667,10.3981481481481,90.1991911098709,189
2007-07-08,108,"winter",99,"2007",189,0.0683111954459203,0.628083491461101,0.67339349418601,52.7041666666667,11.5023148148148,79.8551730392945,179
2008-07-08,64,"winter",99,"2008",190,0.0515713134568896,0.82433521353747,0.78332966887606,53.7201388888889,12.0667438271605,75.2372585789101,174
2009-07-08,43,"winter",99,"2009",189,0.0258103241296519,0.832533013205282,0.772087008119175,53.3583333333333,11.8657407407407,76.835075389612,176
2010-07-08,1,"winter",99,"2010",189,0.00141043723554302,0.7475317348378,0.787894062023102,50.5791666666667,10.3217592592593,90.9874928714699,190
2011-07-08,3,"winter",99,"2011",189,0.00817438692098093,0.46866485013624,0.497014141055285,49.8958333333333,9.94212962962963,95.0615728046396,194
2012-07-08,1,"winter",99,"2012",190,0.00150602409638554,0.466867469879518,0.504736324206481,50.7625,10.4236111111111,89.9386834900876,189
2013-07-08,5,"winter",99,"2013",189,0.00295508274231678,0.497044917257683,0.489123408270797,53.4875,11.9375,76.258893978454,175
2014-07-08,43,"winter",99,"2014",189,0.0669781931464174,0.64797507788162,0.642142104654073,54.2458333333333,12.3587962962963,73.0024418897082,172
2015-07-08,42,"winter",99,"2015",189,0.0725388601036269,0.647668393782383,0.660492051307981,56.3625,13.5347222222222,64.9354723926882,164
2016-07-08,2,"winter",99,"2016",190,0.0116959064327485,0.619883040935672,0.714578818276674,51.625,10.9027777777778,85.2382198888598,184
2017-07-08,0,"winter",99,"2017",189,0,0.384615384615385,0.438471110831849,51.25,10.6944444444444,87.2358340932524,186
2018-07-08,2,"winter",99,"2018",189,0.0116279069767442,0.215116279069767,0.278454666243702,51.4541666666667,10.8078703703704,86.1397024640002,185
2019-07-08,18,"winter",99,"2019",189,0.0130434782608696,0.589855072463768,0.620506922306324,52.35,11.3055555555556,81.5645822761357,181
2020-07-08,74,"winter",99,"2020",190,0.0519662921348315,0.544943820224719,0.535220606716277,52.5958333333333,11.4421296296296,80.3723417876316,179
2021-07-08,5,"winter",99,"2021",189,0.00248385494287134,0.611525086934923,0.648754845657141,53.85,12.1388888888889,74.6758151002907,174
2022-07-08,7,"winter",99,"2022",189,0.00684931506849315,0.570450097847358,0.623517452453528,51.9916666666667,11.1064814814815,83.3501672746668,182
2023-07-08,18,"winter",99,"2023",189,0.0654545454545455,0.741818181818182,0.710507344863464,51.1416666666667,10.6342592592593,87.825910938789,187
2003-07-09,43,"winter",100,"2003",190,0.00991011753860336,0.631481908273796,0.662247242052007,49.9541666666667,9.97453703703704,94.7032837307636,195
2004-07-09,151,"winter",100,"2004",191,0.0498349834983498,0.630693069306931,0.631985692601138,52.3666666666667,11.3148148148148,81.4829226293071,181
2005-07-09,24,"winter",100,"2005",190,0.00333055786844296,0.61060227588121,0.638461882979466,51.0708333333333,10.5949074074074,88.2149504779269,188
2006-07-09,26,"winter",100,"2006",190,0.00390097524381095,0.737884471117779,0.751264979923094,50.7333333333333,10.4074074074074,90.10433118244,190
2007-07-09,3,"winter",100,"2007",190,0.00189753320683112,0.629981024667932,0.694325581529929,53.0416666666667,11.6898148148148,78.2753871526564,178
2008-07-09,0,"winter",100,"2008",191,0,0.82433521353747,0.799315762971561,53.9277777777778,12.1820987654321,74.3425325380705,174
2009-07-09,0,"winter",100,"2009",190,0,0.832533013205282,0.788678819436477,53.4625,11.9236111111111,76.3699095736699,176
2010-07-09,6,"winter",100,"2010",190,0.00846262341325811,0.755994358251058,0.803627814995872,50.7166666666667,10.3981481481481,90.1991911098709,190
2011-07-09,25,"winter",100,"2011",190,0.0681198910081744,0.536784741144414,0.521213038968752,49.9666666666667,9.98148148148148,94.6267692147826,195
2012-07-09,2,"winter",100,"2012",191,0.00301204819277108,0.469879518072289,0.528915839460967,51.0583333333333,10.587962962963,88.2838709046936,188
2013-07-09,18,"winter",100,"2013",190,0.0106382978723404,0.507683215130024,0.513330207356752,53.575,11.9861111111111,75.8722264366749,176
2014-07-09,1,"winter",100,"2014",190,0.00155763239875389,0.649532710280374,0.664077941034226,53.9291666666667,12.1828703703704,74.3366012128161,174
2015-07-09,0,"winter",100,"2015",190,0,0.647668393782383,0.681860348894768,55.7583333333333,13.1990740740741,67.0969850547473,167
2016-07-09,4,"winter",100,"2016",191,0.0233918128654971,0.64327485380117,0.733914350001804,51.3,10.7222222222222,86.9654808046912,187
2017-07-09,0,"winter",100,"2017",190,0,0.384615384615385,0.462440240400988,51.3208333333333,10.7337962962963,86.8532018043835,187
2018-07-09,0,"winter",100,"2018",190,0,0.215116279069767,0.298323659412512,51.6041666666667,10.8912037037037,85.3474024570201,185
2019-07-09,68,"winter",100,"2019",190,0.0492753623188406,0.639130434782609,0.643031714427032,52.0458333333333,11.1365740740741,83.0765397762453,183
2020-07-09,4,"winter",100,"2020",191,0.00280898876404494,0.547752808988764,0.55921156233688,52.8083333333333,11.5601851851852,79.3625558660732,179
2021-07-09,14,"winter",100,"2021",190,0.00695479384003974,0.618479880774963,0.670493334292895,53.6541666666667,12.0300925925926,75.5248952488133,176
2022-07-09,59,"winter",100,"2022",190,0.0577299412915851,0.628180039138943,0.64596550744202,52.1375,11.1875,82.6165164542625,183
2023-07-09,0,"winter",100,"2023",190,0,0.741818181818182,0.730014483312136,50.8416666666667,10.4675925925926,89.4913479714353,189
2003-07-10,0,"winter",101,"2003",191,0,0.631481908273796,0.683557995867271,50.175,10.0972222222222,93.3649656280695,194
2004-07-10,15,"winter",101,"2004",192,0.00495049504950495,0.635643564356436,0.654208844498786,52.2333333333333,11.2407407407407,82.1396281079571,183
2005-07-10,176,"winter",101,"2005",191,0.0244240910352484,0.635026366916459,0.660504040976764,51,10.5555555555556,88.606562431249,190
2006-07-10,97,"winter",101,"2006",191,0.0145536384096024,0.752438109527382,0.76891893558252,50.9291666666667,10.5162037037037,89.0007694469907,190
2007-07-10,24,"winter",101,"2007",191,0.015180265654649,0.645161290322581,0.714484940315696,52.9208333333333,11.6226851851852,78.8355963778149,180
2008-07-10,10,"winter",101,"2008",192,0.008058017727639,0.832393231265109,0.814401848045724,53.5541666666667,11.974537037037,75.9640248222446,177
2009-07-10,18,"winter",101,"2009",191,0.0108043217286915,0.843337334933974,0.804368813991382,53.6125,12.0069444444444,75.7074052175026,177
2010-07-10,30,"winter",101,"2010",191,0.0423131170662905,0.798307475317348,0.818463368685186,50.7375,10.4097222222222,90.0806394182698,191
2011-07-10,2,"winter",101,"2011",191,0.00544959128065395,0.542234332425068,0.545312789004021,49.9375,9.96527777777778,94.8054465160432,196
2012-07-10,40,"winter",101,"2012",192,0.0602409638554217,0.530120481927711,0.552960413257273,50.9333333333333,10.5185185185185,88.9775085544267,190
2013-07-10,67,"winter",101,"2013",191,0.0395981087470449,0.547281323877069,0.53747463440135,53.6833333333333,12.0462962962963,75.3975279256899,176
2014-07-10,9,"winter",101,"2014",191,0.014018691588785,0.663551401869159,0.685328070706527,54.0125,12.2291666666667,73.9820075382318,175
2015-07-10,5,"winter",101,"2015",191,0.00863557858376511,0.656303972366149,0.702489540180153,54.425,12.4583333333333,72.2633293666574,173
2016-07-10,1,"winter",101,"2016",192,0.00584795321637427,0.649122807017544,0.752393894263527,51.4833333333333,10.8240740740741,85.9847885041053,187
2017-07-10,1,"winter",101,"2017",191,0.00699300699300699,0.391608391608392,0.486584246702228,51.2916666666667,10.7175925925926,87.0104529466344,188
2018-07-10,13,"winter",101,"2018",191,0.0755813953488372,0.290697674418605,0.318983633582279,51.9375,11.0763888888889,83.6251393179363,185
2019-07-10,8,"winter",101,"2019",191,0.00579710144927536,0.644927536231884,0.664941473149228,51.8625,11.0347222222222,84.0081059203201,185
2020-07-10,14,"winter",101,"2020",192,0.0098314606741573,0.557584269662921,0.582929149605701,52.9,11.6111111111111,78.9327875082333,180
2021-07-10,134,"winter",101,"2021",191,0.0665673124689518,0.685047193243915,0.69152614679819,53.6125,12.0069444444444,75.7074052175026,177
2022-07-10,3,"winter",101,"2022",191,0.00293542074363992,0.631115459882583,0.667788227160084,52.2791666666667,11.2662037037037,81.9129992514862,183
2023-07-10,5,"winter",101,"2023",191,0.0181818181818182,0.76,0.748672121590235,50.9458333333333,10.525462962963,88.9077801815771,190
2003-07-11,157,"winter",102,"2003",192,0.036183452408389,0.667665360682185,0.704124872952259,50.2416666666667,10.1342592592593,92.9664785568206,195
2004-07-11,75,"winter",102,"2004",193,0.0247524752475248,0.66039603960396,0.675778478599207,52.3,11.2777777777778,81.8102939079665,184
2005-07-11,276,"winter",102,"2005",192,0.0383014154870941,0.673327782403553,0.681871947409658,51.1291666666667,10.6273148148148,87.8943790449229,190
2006-07-11,274,"winter",102,"2006",192,0.0411102775693923,0.793548387096774,0.785677358162299,50.9125,10.5069444444444,89.0939036502612,191
2007-07-11,105,"winter",102,"2007",192,0.0664136622390892,0.71157495256167,0.733824462769588,53.3083333333333,11.837962962963,77.0598553143627,179
2008-07-11,40,"winter",102,"2008",193,0.032232070910556,0.864625302175665,0.828597049834613,53.555303030303,11.9751683501683,75.959013372943,178
2009-07-11,38,"winter",102,"2009",192,0.0228091236494598,0.866146458583433,0.819160983915657,53.825,12.125,74.783414355229,177
2010-07-11,0,"winter",102,"2010",192,0,0.798307475317348,0.832411854625401,50.7458333333333,10.4143518518519,90.0332837173382,192
2011-07-11,1,"winter",102,"2011",192,0.00272479564032698,0.544959128065395,0.569202108540338,49.9125,9.95138888888889,94.9589987567555,197
2012-07-11,0,"winter",102,"2012",193,0,0.530120481927711,0.576759785106227,50.875,10.4861111111111,89.3039870933752,191
2013-07-11,3,"winter",102,"2013",192,0.00177304964539007,0.549054373522459,0.561444576580639,53.875,12.1527777777778,74.5684462764324,177
2014-07-11,25,"winter",102,"2014",192,0.0389408099688473,0.702492211838006,0.705829412929201,53.9541666666667,12.1967592592593,74.2299577759755,176
2015-07-11,40,"winter",102,"2015",192,0.0690846286701209,0.725388601036269,0.722325805569727,54.1416666666667,12.3009259259259,73.4373460896589,175
2016-07-11,1,"winter",102,"2016",193,0.00584795321637427,0.654970760233918,0.769992256292165,51.7708333333333,10.9837962962963,84.4797341038693,186
2017-07-11,2,"winter",102,"2017",192,0.013986013986014,0.405594405594406,0.510791024740732,51.2875,10.7152777777778,87.0329520085573,189
2018-07-11,2,"winter",102,"2018",192,0.0116279069767442,0.302325581395349,0.340380320517499,52.05,11.1388888888889,83.0555469477959,185
2019-07-11,17,"winter",102,"2019",192,0.0123188405797101,0.657246376811594,0.686162792430412,51.95,11.0833333333333,83.5615644336631,186
2020-07-11,78,"winter",102,"2020",193,0.0547752808988764,0.612359550561798,0.606269093463707,53.1,11.7222222222222,78.0070612678522,180
2021-07-11,6,"winter",102,"2021",192,0.0029806259314456,0.68802781917536,0.711793494253034,53.8666666666667,12.1481481481481,74.6042103214237,177
2022-07-11,10,"winter",102,"2022",192,0.00978473581213307,0.640900195694716,0.688913596735533,52.5333333333333,11.4074074074074,80.6729807787625,183
2023-07-11,24,"winter",102,"2023",192,0.0872727272727273,0.847272727272727,0.766452896126073,50.8708333333333,10.4837962962963,89.3273752341902,191
2003-07-12,27,"winter",103,"2003",193,0.00622263194284397,0.673887992625029,0.723894958556159,50.4625,10.2569444444444,91.6644296766331,195
2004-07-12,130,"winter",103,"2004",194,0.0429042904290429,0.703300330033003,0.696626575549544,52.3333333333333,11.2962962962963,81.6463638766875,185
2005-07-12,14,"winter",103,"2005",193,0.0019428254232584,0.675270607826811,0.702500714748852,51.1291666666667,10.6273148148148,87.8943790449229,191
2006-07-12,27,"winter",103,"2006",193,0.0040510127531883,0.797599399849963,0.801534123919843,50.9375,10.5208333333333,88.9542567157902,192
2007-07-12,0,"winter",103,"2007",193,0,0.71157495256167,0.752308142811771,52.8208333333333,11.5671296296296,79.3037461482982,182
2008-07-12,3,"winter",103,"2008",194,0.0024174053182917,0.867042707493957,0.841917296425463,54.0738636363636,12.2632575757576,73.7225058600657,177
2009-07-12,0,"winter",103,"2009",193,0,0.866146458583433,0.833066800701663,54.025,12.2361111111111,73.9290358571616,177
2010-07-12,5,"winter",103,"2010",193,0.00705218617771509,0.805359661495063,0.845490922218118,50.9083333333333,10.5046296296296,89.1172098827932,192
2011-07-12,13,"winter",103,"2011",193,0.0354223433242507,0.580381471389646,0.59277359434137,49.8166666666667,9.89814814814815,95.5510605075567,199
2012-07-12,6,"winter",103,"2012",194,0.00903614457831325,0.539156626506024,0.60020819444316,51.05,10.5833333333333,88.3298624221414,191
2013-07-12,21,"winter",103,"2013",193,0.0124113475177305,0.561465721040189,0.585131150367582,54.0208333333333,12.2337962962963,73.9466868054262,177
2014-07-12,0,"winter",103,"2014",193,0,0.702492211838006,0.725529999727768,53.85,12.1388888888889,74.6758151002907,178
2015-07-12,0,"winter",103,"2015",193,0,0.725388601036269,0.741326505039669,55.0125,12.7847222222222,69.9163750577854,173
2016-07-12,8,"winter",103,"2016",194,0.0467836257309941,0.701754385964912,0.786694433030555,51.6375,10.9097222222222,85.1728101790511,188
2017-07-12,0,"winter",103,"2017",193,0,0.405594405594406,0.53494729922374,51.4916666666667,10.8287037037037,85.9406035882419,189
2018-07-12,2,"winter",103,"2018",193,0.0116279069767442,0.313953488372093,0.362448388741309,51.85,11.0277777777778,84.0721875884772,187
2019-07-12,54,"winter",103,"2019",193,0.0391304347826087,0.696376811594203,0.706633031067437,51.8916666666667,11.0509259259259,83.8588646599967,187
2020-07-12,6,"winter",103,"2020",194,0.00421348314606742,0.616573033707865,0.629133878319357,53.1208333333333,11.7337962962963,77.9115625455505,181
2021-07-12,22,"winter",103,"2021",193,0.0109289617486339,0.698956780923994,0.731246748749329,53.7041666666667,12.0578703703704,75.3067470444888,178
2022-07-12,58,"winter",103,"2022",193,0.0567514677103718,0.697651663405088,0.709280431895149,52.5625,11.4236111111111,80.5324745090524,184
2023-07-12,0,"winter",103,"2023",193,0,0.847272727272727,0.783339767730772,50.8416666666667,10.4675925925926,89.4913479714353,192
2003-07-13,0,"winter",104,"2003",194,0,0.673887992625029,0.742826512925096,50.6708333333333,10.3726851851852,90.4608242257979,194
2004-07-13,8,"winter",104,"2004",195,0.00264026402640264,0.705940594059406,0.716696101589117,52.3577473958333,11.3098596643518,81.5266081455112,186
2005-07-13,119,"winter",104,"2005",194,0.0165140160976964,0.691784623924507,0.722336529571055,51.2458333333333,10.6921296296296,87.2584200205728,191
2006-07-13,103,"winter",104,"2006",194,0.0154538634658665,0.813053263315829,0.816491732967699,50.9416666666667,10.5231481481481,88.9310139264,193
2007-07-13,1,"winter",104,"2007",194,0.000632511068943707,0.712207463630613,0.769910735723182,53.1208333333333,11.7337962962963,77.9115625455505,182
2008-07-13,10,"winter",104,"2008",195,0.008058017727639,0.875100725221595,0.854384302047675,53.8541666666667,12.1412037037037,74.6579043118791,179
2009-07-13,21,"winter",104,"2009",194,0.0126050420168067,0.87875150060024,0.846104204299574,54.0708333333333,12.2615740740741,73.7352889122829,178
2010-07-13,22,"winter",104,"2010",194,0.0310296191819464,0.83638928067701,0.857723724703385,50.8916666666667,10.4953703703704,89.2105256807723,193
2011-07-13,0,"winter",104,"2011",194,0,0.580381471389646,0.615925605910451,49.6333333333333,9.7962962962963,96.699125820022,201
2012-07-13,44,"winter",104,"2012",195,0.0662650602409639,0.605421686746988,0.623206201059036,51.0166666666667,10.5648148148148,88.514185819453,193
2013-07-13,106,"winter",104,"2013",194,0.0626477541371158,0.624113475177305,0.608430642006485,54.2541666666667,12.3634259259259,72.9678153940302,177
2014-07-13,11,"winter",104,"2014",194,0.0171339563862928,0.719626168224299,0.744389031326068,53.8791666666667,12.1550925925926,74.5505738294385,179
2015-07-13,4,"winter",104,"2015",194,0.00690846286701209,0.732297063903282,0.759459994021204,55.1791666666667,12.8773148148148,69.2712341969721,173
2016-07-13,0,"winter",104,"2016",195,0,0.701754385964912,0.802494866193617,51.4,10.7777777777778,86.4285048284757,190
2017-07-13,3,"winter",104,"2017",194,0.020979020979021,0.426573426573427,0.558940736788699,51.5166666666667,10.8425925925926,85.8082515658625,190
2018-07-13,6,"winter",104,"2018",194,0.0348837209302326,0.348837209302326,0.385111879514572,51.8375,11.0208333333333,84.1363420919807,188
2019-07-13,4,"winter",104,"2019",194,0.00289855072463768,0.699275362318841,0.726300668702527,52.1083333333333,11.1712962962963,82.7624750868718,187
2020-07-13,24,"winter",104,"2020",195,0.0168539325842697,0.633426966292135,0.651434260098045,52.925,11.625,78.8161795427332,183
2021-07-13,108,"winter",104,"2021",194,0.0536512667660209,0.752608047690015,0.749848410473123,53.6041666666667,12.0023148148148,75.7439860351222,180
2022-07-13,1,"winter",104,"2022",194,0.000978473581213307,0.698630136986301,0.728838692353177,52.4833333333333,11.3796296296296,80.9146995943616,185
2023-07-13,3,"winter",104,"2023",194,0.0109090909090909,0.858181818181818,0.799325307606614,50.8416666666667,10.4675925925926,89.4913479714353,193
2003-07-14,244,"winter",105,"2003",195,0.0562341553353307,0.73012214796036,0.760888765276035,50.6375,10.3541666666667,90.6518134711687,196
2004-07-14,78,"winter",105,"2004",196,0.0257425742574257,0.731683168316832,0.735941203247392,52.46171875,11.3676215277778,81.0195267070814,186
2005-07-14,241,"winter",105,"2005",195,0.0334443519289481,0.725228975853455,0.741336757998784,51.425,10.7916666666667,86.2950325032778,191
2006-07-14,218,"winter",105,"2006",195,0.0327081770442611,0.84576144036009,0.83056034871916,51.1208333333333,10.6226851851852,87.940068627041,193
2007-07-14,79,"winter",105,"2007",195,0.0499683744465528,0.762175838077166,0.786617191656161,53.2333333333333,11.7962962962963,77.3988661104374,182
2008-07-14,37,"winter",105,"2008",196,0.0298146655922643,0.90491539081386,0.866024569250584,54.4041666666667,12.4467592592593,72.348698576597,177
2009-07-14,56,"winter",105,"2009",195,0.0336134453781513,0.912364945978391,0.858296589712991,53.5875,11.9930555555556,75.8172266953583,181
2010-07-14,1,"winter",105,"2010",195,0.00141043723554302,0.837799717912553,0.869137931364712,50.8583333333333,10.4768518518519,89.397594422652,194
2011-07-14,5,"winter",105,"2011",195,0.0136239782016349,0.594005449591281,0.638563930254503,49.7,9.83333333333333,96.2792819203251,201
2012-07-14,1,"winter",105,"2012",196,0.00150602409638554,0.606927710843373,0.645662268009856,51.25,10.6944444444444,87.2358340932524,192
2013-07-14,6,"winter",105,"2013",195,0.00354609929078014,0.627659574468085,0.631246250222718,54.4208333333333,12.4560185185185,72.2803912012104,177
2014-07-14,27,"winter",105,"2014",195,0.0420560747663551,0.761682242990654,0.762376647477823,54.325,12.4027777777778,72.6744753414686,178
2015-07-14,26,"winter",105,"2015",195,0.0449050086355786,0.77720207253886,0.776705187186753,55.4041666666667,13.0023148148148,68.4142659607117,173
2016-07-14,1,"winter",105,"2016",196,0.00584795321637427,0.707602339181286,0.817396563472569,51.5833333333333,10.8796296296296,85.4567934637997,190
2017-07-14,4,"winter",105,"2017",195,0.027972027972028,0.454545454545455,0.582662021107657,51.6708333333333,10.9282407407407,84.9987493464906,190
2018-07-14,0,"winter",105,"2018",195,0,0.348837209302326,0.408284974426087,51.8958333333333,11.0532407407407,83.837576721266,189
2019-07-14,19,"winter",105,"2019",195,0.013768115942029,0.71304347826087,0.74512534925172,52.2125,11.2291666666667,82.2429500703207,187
2020-07-14,77,"winter",105,"2020",196,0.0540730337078652,0.6875,0.673090481765614,53.0791666666667,11.7106481481481,78.1027344467607,183
2021-07-14,3,"winter",105,"2021",195,0.0014903129657228,0.754098360655738,0.767571801474661,53.75,12.0833333333333,75.1076012934906,180
2022-07-14,7,"winter",105,"2022",195,0.00684931506849315,0.705479452054794,0.747549485909408,52.3583333333333,11.3101851851852,81.5237372236139,187
2023-07-14,7,"winter",105,"2023",195,0.0254545454545455,0.883636363636364,0.814410841772636,50.3958333333333,10.2199074074074,92.0546239197933,197
2003-07-15,55,"winter",106,"2003",196,0.0126757317354229,0.742797879695782,0.778061459051897,50.7125,10.3958333333333,90.2229293336017,196
2004-07-15,107,"winter",106,"2004",197,0.0353135313531353,0.766996699669967,0.754327103202612,52.6117838541667,11.4509910300926,80.2958835000256,186
2005-07-15,25,"winter",106,"2005",196,0.00346933111296142,0.728698306966417,0.759469761434496,51.5041666666667,10.8356481481482,85.8743895982773,192
2006-07-15,12,"winter",106,"2006",196,0.00180045011252813,0.847561890472618,0.843756791246451,51.0416666666667,10.5787037037037,88.3758896354986,194
2007-07-15,2,"winter",106,"2007",196,0.00126502213788741,0.763440860215054,0.80242190943408,53.4416666666667,11.912037037037,76.4626065541988,182
2008-07-15,1,"winter",106,"2008",197,0.0008058017727639,0.905721192586624,0.876868435176661,54.2458333333333,12.3587962962963,73.0024418897082,179
2009-07-15,1,"winter",106,"2009",196,0.000600240096038415,0.91296518607443,0.869671821138159,53.65,12.0277777777778,75.5431167384608,182
2010-07-15,3,"winter",106,"2010",196,0.00423131170662906,0.842031029619182,0.879764789871155,50.85,10.4722222222222,89.4444529006478,195
2011-07-15,29,"winter",106,"2011",196,0.0790190735694823,0.673024523160763,0.660603173966071,49.5583333333333,9.75462962962963,97.1747179067983,203
2012-07-15,8,"winter",106,"2012",197,0.0120481927710843,0.618975903614458,0.667494058017903,51.2583333333333,10.6990740740741,87.1906883538614,193
2013-07-15,21,"winter",106,"2013",196,0.0124113475177305,0.640070921985816,0.653489572149541,54.5041666666667,12.5023148148148,71.9402909653381,178
2014-07-15,0,"winter",106,"2014",196,0,0.761682242990654,0.779473453657384,53.9833333333333,12.212962962963,74.1058281958369,180
2015-07-15,3,"winter",106,"2015",196,0.00518134715025907,0.782383419689119,0.793050914325536,55.7333333333333,13.1851851851852,67.1887251421841,173
2016-07-15,8,"winter",106,"2016",197,0.0467836257309941,0.754385964912281,0.831410133903197,51.7666666666667,10.9814814814815,84.5012653803308,191
2017-07-15,0,"winter",106,"2017",196,0,0.454545454545455,0.606006810135924,51.5416666666667,10.8564814814815,85.6762029109986,192
2018-07-15,7,"winter",106,"2018",196,0.0406976744186047,0.38953488372093,0.43187309200416,52.125,11.1805555555556,82.679023168661,189
